Unit;LoC;NOC;CBO;DIT;RFC;WMC;LCOM;LCOM2;LCOM3;NoA;NoPA;NoM;NoPM;NoI;Ca;Ce;CCC;LMLoC;LPL;TLoC;CLoC;FLoC;ECC;FCC;HCC;TCC;RCo;SCo;HCo;NoR;NoS;NoH;TFC;NoCA;NoCI;NoCRN;NoDR;NoEH;NoGH;NoGS;NoNPB;NoOC;NoOCA;NoSF;NoSKS
org.apache.cassandra.db.marshal.InetAddressType;59.0;0.0;25.0;2.0;16.0;8.0;14.0;0.6666666666666667;0.8;1.0;1.0;6.0;6.0;12.0;5.0;23.0;14.0;17.0;2.0;2.0;3.0;0.0;9.0;0.0;2.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.cassandra.tools.nodetool.PauseHandoff;6.0;0.0;8.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;8.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.cassandra.cql3.statements.DropRoleStatement;47.0;0.0;20.0;3.0;18.0;11.0;0.0;0.16666666666666663;0.25;2.0;0.0;3.0;3.0;27.0;1.0;20.0;14.0;10.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;3.0;0.0;3.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
org.apache.cassandra.transport.messages.AuthChallenge;34.0;0.0;14.0;3.0;1.0;1.0;0.0;0.5;0.5;2.0;1.0;1.0;1.0;7.0;3.0;15.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.cassandra.config.Schema;739.0;0.0;81.0;1.0;161.0;56.0;1083.0;0.9014675052410901;0.9188034188034189;9.0;4.0;53.0;51.0;268.0;93.0;66.0;110.0;39.0;2.0;1.0;1.0;0.0;9.0;0.0;1.0;1.0;4.0;0.0;1.0;7.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.cassandra.cql3.statements.UpdateStatement;287.0;0.0;63.0;2.0;21.0;9.0;3.0;0.6666666666666667;1.0;1.0;0.0;3.0;3.0;76.0;6.0;54.0;26.0;41.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.cassandra.tools.BulkLoader$ExternalClient;25.0;0.0;14.0;3.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;1.0;2.0;14.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.cassandra.service.DatacenterSyncWriteResponseHandler;61.0;0.0;23.0;2.0;11.0;5.0;2.0;0.5555555555555556;0.8333333333333334;3.0;0.0;3.0;2.0;18.0;2.0;21.0;10.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.cassandra.cql3.statements.DropTriggerStatement;47.0;0.0;24.0;4.0;18.0;6.0;6.0;0.75;1.0;3.0;0.0;4.0;4.0;20.0;1.0;26.0;10.0;16.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
org.apache.cassandra.cql3.statements.ModificationStatement$Parsed;144.0;4.0;32.0;3.0;31.0;14.0;19.0;0.8;0.9333333333333332;5.0;0.0;7.0;2.0;39.0;12.0;32.0;21.0;21.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.cassandra.cql3.functions.UDFunction;525.0;2.0;75.0;2.0;91.0;60.0;253.0;0.9242424242424242;0.9644268774703558;11.0;0.0;24.0;14.0;124.0;18.0;74.0;93.0;77.0;8.0;32.0;65.0;0.0;39.0;0.0;14.0;10.0;5.0;0.0;5.0;15.0;0.0;9.0;0.0;0.0;4.0;0.0;4.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0
